revived-fire-166 - reward_sum_oracle,wise-snowflake-184 - reward_sum_oracle,amber-thunder-189 - reward_sum_oracle,volcanic-blaze-215 - reward_sum_oracle,comfy-glitter-232 - reward_sum_oracle
216.036941954539,0.430555593435795,38.3033594753953,1.37014514083962,82.0677159948714
0,1.67490785964043,15.8441861945176,230.761403284667,0
0,0,0,12.1706105115049,100.132190089814
0.10184400700647,85.440267472864,185.284140777531,0.07377170604266,0
0,28.4557368321132,0,0,0
0.199234217879931,0,0,0.579490524872905,0.20915426266235
0,0,0.738388838301756,0.013013422314864,0
0,0,163.177858035739,0,0
0.221567909522808,37.6238548051398,38.6927791476392,0,0.083422517615491
0.368202581453377,0,57.2246395895083,0.000579928255499,0
0,0,0.183467356270416,0,0.092303612085642
0.001582564596746,0.088068092980309,244.243772120357,0.506697436882752,0.293311461497749
0.459992748892939,0.204374138859884,5.36115263692354,0.205518071591503,0.158715050464074
0.034156992028197,2.29098513962861,0.31967280587334,0.60856055589704,0.29109850477027
0.067907810730881,0,0.111183002547982,0,0
0.006046356440002,0,18.4553743617236,0.384272255478989,0
0,0.531140001701097,510.163490980145,1.136657233364,1.71370070628172
0,0,0.192053265306227,0,0
0.082820964398344,0.04923776351045,0,0.002530370021157,0
0.516506865132668,121.875192365534,274.976947514171,83.2116363028896,0.003716143642209
0,0,236.787483878603,0,0.265693564408032
0.661366206823695,0.036216295339597,0.039358911279279,0.169998798502128,2.96146834665379
0,0.015570453385058,0.004823229098438,0.473057126007344,0.233954493011782
81.5162891741492,0,40.2730292746652,0.253061835440153,0
106.223864500434,56.2264044872166,0,0.542142713380716,0
2.81063748478474,0,49.3670225850822,0,8.90200715525422
0.245684735636902,0,419.631988301734,0.379020397915798,0.071867479559664
1.23157992243259,0,330.004271160279,154.285557578986,0
25.5256183920432,0,1.15042900206714,4.91862513268464,61.2438112433919
0,0.308958547583839,0.063127263132324,0.03964205753671,0.157837304728076
6.13796057350086,34.0660117285393,368.735316137201,0.546249759559982,59.5008613077381
0.393820359254394,0.019979856521513,83.2823659005224,0.155144334141763,0.268412715894274
14.8005508007556,0,3.74704541336235,0.048009884784692,0.232722060216535
21.2905138797304,0.371053535704048,50.917122957712,0,0
10.5402373982848,0,378.361842770614,0.46671266218919,0
0,58.5943274046157,34.7211265747034,0,0
0.000912631835377,0,32.1176220421769,0.128582093856058,0.153880989998599
0.511541746354726,0,84.9646019462954,0,0
0,0.125208470236132,235.313190211262,0,186.721771737925
0.152818457137045,0.386868681609078,43.9658751718081,0.281722318246924,0
78.5494266889594,0,50.9971428708886,0,0
1.39145503602862,97.7656958285041,1.36166813140484,0.743628513964431,0.274781805261699
1.76055377628875,1.17010229597839,0,0.104185940451332,0.485755307726179
12.7276958390612,56.7927829921671,12.0839698712307,0,0
25.4850199074412,0.867624186298527,327.567651175859,0,0
314.727002178985,0,0.01568011335935,0.48952725038186,0.29649106782333
230.967295473034,0,442.837615879714,0.197733763077059,0.314797024129868
39.6645815923852,52.2514808111654,0,0.287987106632159,0.227049868673561
2.75197658966152,0,0,0.515496496582255,0.424683118346979
354.414491941965,97.0098825131862,444.383804332973,0,33.4801039616597
3.70697815018122,0.516346003485812,418.183285647199,0.163333431335136,32.3753423220013
32.0686005351528,113.505529083669,0,0,61.4127381196041
32.6378249420919,0.002631224147433,81.1144073702587,0,177.536498581839
100.053953626166,128.478343591391,0,60.0776079608995,52.2086494413071
82.2995528493498,6.39341628538701,400.388061921924,0.045709888148381,166.728275042588
536.575962541906,0.493188387060362,0,0.000750699550634,0
557.097429792133,1.44752295871123,427.859264340205,0,31.6774998235538
363.23020997144,3.31925719292038,412.401203709058,0.759139446504554,0.522410038175636
222.271643491562,0.212043403149446,0,0.149860787859499,0.002379970614454
29.2117529319165,45.0749585478698,485.037833877441,0,0.147813706188296
578.213535655188,43.6760843233667,0.067249254102989,0.151954806286419,0.175907673031867
54.0519638408621,203.064607258457,48.7935836206717,0.009122514270844,68.0888047566564
79.0784617426549,0.032351296042749,83.6760787433303,0,0
5.59699425180906,46.6146127056229,492.640374418748,0.003943414407263,0
118.71192109928,305.602540770935,0,0.023458146841223,2.45019985175912
14.7659588389918,0,453.922036546423,0,27.3097587915916
27.2211924973482,336.088041297202,459.341660358656,0,0.44058035217559
6.8021080848986,62.0479195748807,519.631922974935,0,0.083058973845724
0.012702652110507,0.040947418046406,519.806439465403,0,52.200913324174
90.0560527481844,0,425.751652885068,0.06406527813005,9.34707698790458
2.38118747411159,1.44858833609959,508.224309372558,0,75.6601436651687
9.86098196109807,0,548.201809605728,0,0
0,47.7455857627639,19.6915258822423,0.065936479945906,18.7566518462501
