usual-wind-99 - reward_sum_oracle,bumbling-microwave-105 - reward_sum_oracle,denim-brook-111 - reward_sum_oracle,fiery-puddle-140 - reward_sum_oracle,driven-cloud-142 - reward_sum_oracle,sandy-butterfly-258 - reward_sum_oracle,deft-wave-256 - reward_sum_oracle,prime-thunder-254 - reward_sum_oracle,vibrant-forest-263 - reward_sum_oracle,classic-cosmos-268 - reward_sum_oracle
36.7316061417077,53.0770571635576,0,0,0,0,0,0.058419995288082,0.409626631402086,0.29188561360691
6.15951200002133,47.1241790864431,0,24.5342753339214,0.003953295281138,0.27610571659277,0,52.3960572239568,0.477176382804271,0.87927342930596
0,0.120251903833486,0.032328018905177,1.94889007394123,0.364927995612283,32.6573044017061,56.6213597515641,4.44364743199917,6.8540532665153,1.29544458548124
201.819633252815,160.955662538795,0,1.4423648154699,0.889692967366506,35.3424403291569,0.210624847496716,0,0,5.47926811407433
0,5.98266114225288,0,0.134280068839348,0,0.036591140471908,0.183594603910825,1.32738040560608,0,191.874192608055
0,6.77498761461282E-05,234.242018811303,68.484319302869,38.3649536803035,0,0.321285658270751,43.0786773133581,40.6677502597021,0
0,44.8065343280689,0,0,39.9352212031497,0.453680023909341,137.813207440018,0.116354061414896,54.504168570481,0
0,53.7942047515977,1.1465477324966,0,0.306212242128371,0,0.209805365632066,4.81155021874696,55.773535436064,0
0,75.0379740263467,0,0,4.99250974588304,0,65.3508305839924,213.793087875231,0,0.721655263944463
87.5359469855172,0.008246148266337,0.115844352288745,0.255762837600091,0.003061063049608,0,152.514961722915,0,0,0
0.218835697514265,64.27354342864,0.033668520118226,144.789317995469,239.886340415501,154.468090984757,62.7841329918404,0.275405335481351,2.66055403453617,0.602183833329577
11.8456065070482,20.7453705170102,0.512266847606577,0,0,0,63.6095251801492,20.0193619346411,0.077232429247033,0
0,0,0.107580367665985,0.114677156276426,0,5.22907868797348,45.156761215857,0,0.868662372516944,0.746978514630042
0.483585072297625,0.078593906261757,0.61447927845708,0,0,50.5270817167987,4.043470995116,0,189.519438891883,0
0.040539059300905,1.66781189946719,0.200869418723357,23.9825051981747,0.009068004807311,33.1376277548868,0.593019171894327,0,0,0
0.683783757366524,0.510704252346735,0.000678504807205,0,0.030153016969897,0,0.508102927268442,0,231.85311247186,3.96580847016163
0.086532481643767,184.870841455296,86.9444300765962,0.046755998237409,0.8126363902193,0,0,0.099069509220034,0.21898720488129,51.5006264406463
1.38724248431749,0,0.009925462086758,0.318013850052167,1.32096844239484,0,0,0,257.725252108469,0.029763795698324
0,19.9059628493674,1.15025575296758,60.334064924486,7.79403646869639,34.1234843708015,208.77756251025,0,0.848856029804282,0
0,438.64351918212,0,0.002238031328208,0.056662026473812,0.391893004982557,0.023896129141436,38.6548786389864,0.142009379876331,0
0.372340447042587,103.686666968026,0.298342128526007,0,0,5.16461562787777,0.608353966951567,3.18072674316534,93.5640373454726,0.408423825343406
0,0,0.057335164234705,2.48589053133617,0.24525709324745,0.011800596672639,0.232710423937337,7.15309057846424,27.2577098768312,202.448619820004
25.7131712510264,0.006674712287269,0,1.05522265963664,24.6311007097165,45.8979687885257,246.005684497307,0.004569157247921,53.8805337351896,0.941290413043233
49.7057213789701,1.99905007257381,247.267965998733,1.10316794585957,0.089945694439358,0.086639129869384,0,0.415041707287026,63.250670883261,43.2290876281359
0,0,0,63.8978524100817,0.219267362674694,46.8882214061339,60.3554868681367,57.710989189983,25.6906463366533,1.12015579095173
75.2429806673123,189.642284789483,59.1491118115227,0,0.728248791659486,25.9456392472326,0.233691995624909,0,0.246957098356253,0.009685289293727
0,183.685746790309,0.08841842153363,52.9465390902117,0.000186751316042,72.0943908342961,0,1.3392511545511,0.045944377455847,0
1.46848134134828,222.458992890057,0.133031847159015,0,59.7086060426908,0,0,46.8349047762227,0.296592852922152,28.2651373278908
96.5119726899704,0.376191028013485,0,54.0450449929961,47.5957973686332,0.167827247091324,43.3005790672416,40.6265020156731,47.169192893317,0.470431170959889
0,57.0222275913197,0.599572382944258,0.046542415748999,0.125035918994173,29.0974528826728,53.141796358489,74.5618807629723,54.5079896080854,46.6625005543643
38.5241434481961,6.76340133886113,0.294363522443104,0.624986765593227,245.907062330047,58.3878096142773,65.2293462629811,41.1537821391894,35.2645431401949,0.003551722036552
0.606384998285643,0.0202824752402,0,0.13256053016221,0,0.010958839581805,0.220054710528507,0,49.6242626675162,0
1.8765131244307,21.7891084436423,50.4529925810595,1.04946123889326,0,0,0.01305706197407,0.263860620686171,0,2.50528281613886
0,2.82018175105193,0.161237868835625,241.415807565039,0.428882696428454,0,0.533932722227098,0,0.10718293810483,40.6960666866775
0.050864064127641,63.1043713964118,82.6995919795586,0,51.4491361373177,164.766926214725,0.669177500625415,46.0420371120867,59.4410594480355,0
25.417974003893,0,1.54724912132475,57.2692263992964,0.219940569969519,0,23.3276152237803,97.4152501527749,32.0249397222975,0.223365561816855
47.6277966688469,0.381289854681766,0,47.4213022844342,109.643587757935,0.06013494338318,0.431140166638602,63.3543249487668,0,4.63042132730602
0,30.8865442288779,83.852429675219,0,1.33633045468252,0.823324304724654,64.4176580125258,50.9759367310367,0,0
0.586792640701895,55.8682518905218,67.1712703218427,119.741866960592,124.608900851311,0,0.53728729944809,2.29807296219835,0,4.84570462879201
0.087623329543586,63.44507425283,0.100080980435259,0,0,0.028322927795882,65.4292897033553,0,53.5785654915263,42.4372991745462
1.80737093586778,49.6668807201622,0,0,0,0.211024462488559,0,68.8121216836323,34.8565353006568,238.139056072505
0.2924098572769,58.5465964979074,0,50.0656736157923,33.2622999601351,0,0.081964391374564,37.4063620958964,0.001657170574467,0.184599192182801
0.127056316091023,0,0,61.7003583131276,1.83013735499158,166.19629108673,0.515206774189645,6.48320509704907,0.190424054528844,117.140794592911
0.011282985662305,1.06978337057598,0,43.1575884963434,0,0.132101203279584,198.049664417182,0,0,0
0.003933229448985,58.8071968412089,0,0.423517669244136,0,0.004215933858868,3.07338971031077,0.773256527326357,68.1617929078285,196.656898474098
0,0,0.40231411989685,169.348838104054,0,88.830317145516,0,1.28585800478636,0,1.64080992340457
158.114316360048,74.9480407564293,1.11253915669604,34.2420024763601,0.669195363499037,0,45.8872384026522,0,0,0
36.8997411154694,80.1551145582216,0.030512831418069,35.4295762023003,54.44874628335,0,0.040672251274647,0.606244776459102,67.2463784665938,67.2983514374083
5.70787631079519,53.5628862101886,0,0.759623768967611,0.077768658559593,0,45.4538603079005,40.9076259507449,37.324464658109,0
0,4.2090061863642,0,0.044838054052591,78.0453137464239,2.28865663246044,0,0.34996951059132,0.808999744634125,53.5018885305556
0.44208480798462,0,0,59.9874279596126,0,260.483626140581,63.8790306480173,51.1435284700935,0,44.1076560688825
0,47.1182004725916,51.8947705138297,13.6912569712084,58.8351296767949,37.2460662203502,0.082363832926631,0.533602152568732,213.250223941312,0
