ethereal-frog-149 - reward_sum_oracle,eager-armadillo-158 - reward_sum_oracle,eager-gorge-176 - reward_sum_oracle,earnest-pine-194 - reward_sum_oracle,decent-microwave-207 - reward_sum_oracle
157.001982232445,3.185420159797,37.8960013833894,0,206.479173802623
0.702232609317087,0,0.012516518023464,0,0
64.1814745219657,50.5455868958168,0,0.013998866828187,0
0,43.3053136502789,0.377746165536095,0.107490491516314,0
47.08554402365,0,76.4814247896609,0,0
0,0.189392413127742,0.431543936152313,27.7768745910999,0.407978808873928
0.01136241766364,0.186467880726766,0.207395279399614,0,0
0,0,0,151.770438971121,0.172380172526024
0,0,0,0.086381951091709,0.070741947619071
60.8023438414501,0,0,0,0.001180713110229
6.62091618457917,4.61932356931412,8.53430626261929,0,0
0,0.001652996138738,0,0,0.088984471996049
0,254.413739337903,0.111817768012371,1.51701566756694,3.44256031949875
0.013996912777036,49.835382952866,0,69.7250409229796,46.0137685328015
0,0.224932686593064,38.0426896717785,286.680271496206,0.098204189300219
0.001488583531851,2.91295094447296,66.2087627566332,65.5560136141051,0.094990365278959
0,14.4593022222314,0,192.191502028163,0.389851067535931
0.312847209172923,0.032269627267735,0,0.386340517933846,1.299991399343
0,71.1056172943088,0,54.8752139057679,1.27402172473362
0,55.5397249615682,12.3009113931819,58.721147056667,6.7824641754451
0.041758175508206,50.7725128246182,53.8343932607126,0,7.49612053650658
0.500828046399397,0,0.338140280488843,0.002625433806131,1.16033204000173
0,1.04873771592106,78.1580662986008,25.2522999711218,5.77303798969361
0,105.441138833335,0,0.163484783690395,0.536467167925312
0.744994313443723,78.5254970981596,0,2.16624490389483,12.0666812057861
11.0651208576603,1.24400821821328,1.62566581428578,57.6132298890449,4.80722301611718
0.062523017727858,0,10.5719628145012,55.3447727006331,0.957173539856558
0,3.27927996496772,75.9877344803757,22.6532754321065,0
0.011445083861245,127.74108696247,85.7535221840559,0.314743684495443,15.7912998113623
0,1.16169843369584,53.0094774595921,14.165815134195,0
0.880010737412288,10.0570056788885,74.9745416253074,31.9753801355985,34.1019148120701
0.015958204684412,76.5213610826522,2.84157148270901,26.7950706774238,0
0,122.666284496997,0,174.373872769255,13.4649930552555
0,0.093084879948696,241.090889800346,64.177128908962,0
70.0594715244726,0.566006990262855,13.153508619684,381.786567757463,3.23807348597185
0.000325599953018,0,23.3497922473874,384.084428414782,3.92313145402126
0,34.0586835155903,77.425010180573,434.834085476497,0
0,0.346001397947518,257.051727217028,44.0952104398056,16.7359979567001
355.126608393181,49.9178246074271,24.6962618919562,200.49258173928,7.23453031526545
0,12.2597515185145,294.132369768621,288.035174158042,18.8339141152518
0,47.9683541721028,467.27989133338,125.396870341346,9.9062460256813
0.1083973397635,36.1956560524086,76.9011064112922,384.546480937655,6.8982637946556
0,153.729139655449,6.20173001554916,303.154238272192,0.043028926507219
