misty-feather-134,polar-morning-132,super-firefly-133,fragrant-cloud-131,golden-star-127,faithful-valley-124,vivid-dust-124,worthy-cloud-128,lucky-snowflake-124,lemon-dew-124
37.3433713660463,54.8033189320523,0,0.001512417913902,0,0,0,0,163.295612599114,0
86.1472117177071,249.532794798002,171.836334757698,0.229867749823958,15.4643037244376,0,0,0.273793625846976,0,0
0,0,222.525568279543,74.0728896502867,150.359876281393,201.030117377388,0.012341242998985,203.757984691264,136.223828058137,198.273567145188
0,0.563164923646783,0,0.146379250096799,28.1295426124818,0.005436901036317,0,0,0,0
81.0569667020328,0.218050607836537,186.462655248263,3.90501996474426,0,0.16411923508658,0,0,0,88.7992715619155
2.12227621681128,0,0,0.176380116243163,0,1.18796125049423,0.822529391739071,236.343462787578,251.274501477382,0.305394482854681
0,0,12.8755282008866,153.970478243643,0,0,0.813819030110707,7.9272454235735,0.03581325916614,37.4669885849212
0.043049345486663,29.9121001413897,64.8640762674958,1.0508145862592,0,0,0,0,0,30.6540892383545
0,0.032063451307359,180.811763794701,117.484502924184,60.7993236414469,0.119876058819719,24.5270141911748,0,0,1.14177141226873
0,0,0.018549423814576,65.0166622661408,199.501329594625,0.049347739865517,141.778004136578,19.2652136851995,0,0
1.84510812583973,0.084736877938495,24.6717773857315,0,32.333612437251,6.32357364048183,181.127156649755,0,0.247412376594725,0
0,0.561917402498641,8.28305842838154,1.11386554238162,0,0.825344067274256,0,9.60814243153707,0.028618396276508,0.709174440663176
0.27187827974758,0,0.077487199344069,0,173.473335100607,0.439343796635381,0,0,3.4462667965187,2.68406921004632
0.005137135016918,0,0.083304278909599,125.400399649011,0,0.422200421480601,5.37969421730494,0.005427289914318,0.002143746809527,95.3453001750816
6.5135565220098E-05,0,117.66368546654,119.439271298723,0,0,0.045129637376536,24.8385155646915,0.804724993370182,0
0.856732322574583,0,0.272420346682215,2.28276456039302,137.677767434766,0.502425915141289,0,0,3.59185295407781,12.966262238133
0.771994331338162,18.3150802054652,27.9233653657188,51.0494656580232,154.932910673429,1.40039610301203,0,1.26393690328393,0,0.012795607790483
45.1867503839989,0.001829873208406,4.81913678588084,0.01764200482702,0,1.66222729231573,18.1120000141695,0,0,90.6343685905558
35.3187662275116,0,13.9027858509246,53.9213414843723,0.056447498254156,0.073675593041794,23.3910098309479,0,0,1.5873732121929
96.5257514089116,0,0,0,35.1117481630701,0.023457515741996,12.4184992181946,0,0,67.7496638655594
16.3884180710583,0,0,0,5.22652434213935,1.08605841009516,21.9984367460123,294.020568788872,0.192578323252405,36.8090825818779
0,14.3247938875222,0,1.31401581570181,0,9.11666092179834,0,6.96063656603804,1.70927408460911,0.008953905310178
51.2118016740217,0.058826714686453,0.202180108662798,0,0,6.19249341777311,0,0,0,0.07714444734361
1.87185153934309,1.14610906725932,60.5699374844834,1.45927408752232,88.441045019497,0.0893720263922,10.9465067403453,0.302363335226861,0,303.534913708922
3.98388294998948,0.90818903298383,0.009699839156858,0.289047032645019,0.318619223338489,0.688020710802869,0.007666938723199,34.9768753418775,0.287697349430605,0
0.022845490946055,0,0,0.74136935356641,320.654534092884,0.203627154133367,1.05790046524847,3.85838025382845,0.09709017476159,30.1523431357561
0.025925699607895,0.252814720310027,0.471657408701753,1.57657131228748,0.018350597918451,0,0.236001429772102,0,7.53437845900278,24.7912148084735
0,0.016182527276339,0.016973477581925,10.7579419647375,48.4190747903689,0,28.0063960541721,0,0,461.118917259967
0,0.528126561805084,0.011750575468691,0,29.9970275036724,0,35.3926957738644,130.307557936873,0,70.6001620154693
0,61.5896096134897,0.289831856321523,0,0,29.3910986050536,0,0,0.00309064037149,32.7467185398906
79.167612213425,0.085012456846446,0,0,0.050964245599279,0,9.15197777796216,0.003509347487889,0,0
99.4824220659826,0.046297533855398,0,284.428407756455,0,0.946963285722521,0.674450409550264,214.084832767217,0,51.7428352924009
0.979593879052157,4.63714894590555,1.57051800492634,0,0,10.4990864927761,1.48257629651396,2.31264740930875,1.51144864975816,58.3717748616264
2.27783939728131,0,0.01878366684449,40.7057112753622,0.147190520452338,110.915325002148,0.005996781541299,0.268115161135593,0.056289301913152,1.56353686588407
