good-aardvark-191,clear-puddle-196,scarlet-plasma-233,usual-lake-248,clear-snowball-238
0,83.7779688667543,76.527637785716,11.0772410462925,0.03068161610378
15.1954281640545,2.92308167822064,0.018025013054592,0.870216833808552,0
0,0.069640506264267,0,0.010232134617042,0.059281451666592
0,59.6291358647434,0,0.208968081082162,0.396632561142296
57.4076512895089,0.050606582011598,0.20303947606444,0.840202267966025,0
30.3089995457691,0,0.026749026916025,0,0.304624785534503
0,0.034200461331455,0.182654620786273,0.009694819084354,0.002703976524458
0,102.284427861428,0,0.595765067945246,0
69.3927809208268,147.616413198939,0.01583102106702,0.401642016412733,0.142578908087886
0,0,0.166745240055328,0.125135459424702,1.99711050757701
0,0,0.164231356630551,0.622966322707032,0
117.507996537343,0,0.292778068910854,0,0.068645891150969
22.1575384792398,0.210903963045109,0,0.232691514980826,0
0,128.409659226863,0.018364145692026,0,0.122332159441293
32.4137132273721,0,0.148716536674987,0,0.157120681522285
0,0.244761932171019,0.015231658339451,0.055724785053406,41.0208303047009
25.0387047647738,0,0.007453481272139,0,32.179810789296
51.743671739475,0,0.203037588395648,0.154242301702618,48.4932020647347
0.00107420919444,128.669597337173,0.074219578434757,0,50.2693949595743
0,0,0,0.040129878699854,0.451058193378168
1.46775612010825,0.393775122600031,0,0,0.074344736029787
162.799858069302,0.56113810974831,0,0.030228416152642,54.6810999880493
0,0,0,0,39.4966459147893
0.777637821394785,0.002846114801122,0.016138874505402,0,0.419901244853729
0,0.330929817846974,0.299737993944871,0,0.501614815353397
0.198597090253748,0.118775797896693,0,0,0.067993382817176
0,0,0.067228118996858,0.181927078735274,0
1.39354586967312,0,0.295785866060882,0,0.218143690694915
61.1926936233655,113.791344009616,65.8684616077254,0,0.246133718585139
0.035945765072875,110.747156610903,0,0.009851065948603,0.477330250823652
0,0.042065824498454,0.195645568972837,0,0
0.952579808855076,0.032128206181336,8.72942784023158,0.03110302062775,0
0,124.549559096838,0,0.314286410399179,0.003622856747495
0.035860227474243,0,123.568556911133,33.0411904109122,0.005710251037146
0.456876853480781,0,0,0.045572306522438,0.066750793143468
2.48491031320443,0,5.94486755991748,91.0351703600407,0
0.358187749190682,113.96641069476,96.2972489219803,0.00258371945548,0
40.7950689933204,0.022186755219506,0,0.019189470821999,0
42.0023676939866,0.966658764201743,0.476644605039312,0.130009563972425,182.081909247904
0.041278131772101,0,0.88005119782821,0.156193196836288,0
0,0.219494075051573,73.8269759759248,0.104693456000189,0.02444146033225
0.062119474782651,0,41.0289801018015,0,0.333175338786828
0.343404475992708,0,0.008264119759964,0.003256440977455,0
0,0.479022195859624,0.199317305010379,0.074822212970465,0
0.016547071793916,0.681669823565483,60.1417776694298,0.183478015200137,0.094778260072162
0.076230706935818,0,92.0238565840263,0.076275233223488,2.80025431918728
0.108938605781479,62.915172114399,394.661645795696,0,111.366116271887
0.038958525546216,0,63.6157758069245,0,0.482330721405398
0.472066491895926,28.5559038034105,14.1323904735053,0.13030485915451,38.1272860736528
0,0,67.8722921106129,0,42.8760989036
0,0.852208623480274,1.34939038489835,0.013083311264934,0.273291116343476
0.263724124971632,0.130965895616557,96.2244264018264,0,44.6014455688257
0,0.853507586105606,53.9737406055704,0,88.8353867821836
0.023851306731044,51.8853766812432,24.3047909237536,0.391287158133223,32.2956320696263
0,0,324.605436161644,0,50.9469413845012
0,0.224553939276317,24.9580923999415,0,115.211006897748
0.067855225992319,0,0.103753174920066,0.252295747547923,0
0.005780227551441,54.0237267738238,63.5515389808584,0.077299322688617,84.0511495261947
0.294958995157916,34.619966173318,82.523828838346,0,23.3390416307799
0.216718269345915,0,0,0.108982402868455,7.04428127618086
0,0,242.324592286444,0.218432398933437,26.7521820615895
0.20382646350294,0.852264125090923,51.0682017486549,48,2.78383151634712
0.022808987431374,86.2753815305312,81.0329330690003,0.092508589098532,2.72190243850716
0,48.4028716220423,0,0.385189689847314,53.8059736536441
2.56308313548738,0,51.6590497020753,0,0.723748248123664
0,32.2336170275148,55.5459508755101,47.0013907322094,63.7418170789381
0,107.9182689519,19.8454615843324,0.024750189279992,53.7786974401501
0.011207460795163,17.2232077334162,8.12120664394874,0,9.32129128082286
0.008182142437389,35.0863539754086,10.6850569963485,0.351413625289939,5.72844929924269
0.104194848288761,16.052560690338,7.49296120669016,0,36.113783784872
0,0.548371328178393,76.8193685700564,0,27.6098631602503
0.085954447438176,44.7663251463333,35.816416694383,0.551026068143286,95.792051611994
0.465038632733964,0,0.440008091375845,0,40.1780068398486
