worthy-plasma-94,generous-deluge-93,revived-lion-92,summer-feather-91,sandy-totem-90,misunderstood-night-89,jolly-blaze-88,wobbly-tree-87,scarlet-music-86,resilient-silence-85
0.9600000000000001,0.0,0.7200000000000002,0.0,0.0,0.4400000000000001,0.0,0.0,0.0,0.5599999999999999
2.8000000000000007,0.0,0.8000000000000002,5.000000000000001,0.24000000000000002,0.0,0.0,0.0,0.0,0.0
7.600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.90000000000001,0.36,0.4400000000000001,7.560000000000002,1.5,0.0,0.0,0.0,0.0,0.36000000000000004
11.520000000000005,0.7799999999999998,3.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.3200000000000003
9.0,0.0,0.0,4.6400000000000015,0.0,3.1999999999999997,0.0,0.0,0.0,7.280000000000004
0.28,0.0,0.0,1.0,0.0,0.34,2.859999999999999,0.0,0.0,2.340000000000001
10.44,0.0,3.9600000000000013,7.200000000000002,0.0,0.18,0.0,0.0,0.3,2.7000000000000006
12.920000000000009,4.840000000000001,9.900000000000004,0.0,8.099999999999998,0.0,0.0,0.0,0.0,8.840000000000003
0.0,0.0,11.200000000000008,4.620000000000002,1.2999999999999998,3.2000000000000006,0.0,0.0,0.0,6.480000000000001
4.480000000000001,0.0,4.200000000000002,1.9200000000000008,1.5200000000000002,0.0,0.0,0.0,0.0,4.68
3.02,0.9200000000000005,9.600000000000005,10.200000000000003,0.0,1.3800000000000008,0.0,0.0,1.3200000000000003,5.04
4.160000000000001,1.2,6.400000000000004,9.000000000000002,0.5599999999999999,0.0,0.0,0.0,1.08,5.7200000000000015
7.8,0.23999999999999996,6.400000000000003,0.0,7.819999999999998,0.0,0.0,0.0,0.0,13.940000000000007
10.500000000000004,0.0,9.100000000000005,6.000000000000003,7.799999999999997,0.0,0.28,0.0,0.0,0.0
7.499999999999997,3.359999999999999,9.360000000000007,7.000000000000003,0.0,0.0,0.0,0.34,0.0,4.920000000000003
0.21999999999999997,0.0,3.0400000000000014,3.3600000000000008,8.640000000000002,0.5400000000000001,0.0,0.0,0.0,11.040000000000006
5.059999999999997,0.0,6.020000000000003,4.559999999999999,5.319999999999999,0.0,0.0,0.0,0.0,1.8400000000000005
7.539999999999996,1.0200000000000005,8.000000000000005,17.160000000000007,7.600000000000003,4.419999999999998,5.719999999999997,0.0,0.0,11.200000000000006
8.579999999999995,0.0,7.700000000000003,0.0,1.0399999999999998,0.4799999999999999,3.0,0.0,0.0,12.000000000000007
12.319999999999991,0.0,6.160000000000004,0.0,11.759999999999993,4.080000000000002,5.640000000000003,0.0,0.0,10.440000000000003
4.640000000000001,0.34,4.440000000000002,0.0,9.24,1.4400000000000002,1.6000000000000003,0.0,0.0,8.800000000000004
11.479999999999993,0.0,13.68000000000001,7.280000000000004,8.140000000000004,5.5200000000000005,0.0,0.0,0.0,13.50000000000001
9.399999999999999,0.0,12.240000000000009,12.420000000000009,11.34,7.800000000000003,0.0,0.0,0.0,7.200000000000003
4.4799999999999995,2.240000000000001,10.200000000000005,0.0,6.459999999999999,0.0,0.0,0.0,0.0,0.0
4.0,0.0,13.0,3.2000000000000015,6.840000000000002,0.0,0.0,0.0,0.7800000000000004,9.360000000000007
14.40000000000001,0.4000000000000001,12.240000000000009,0.0,9.72,0.36,0.0,0.0,0.0,9.859999999999998
1.0,0.0,3.680000000000002,0.0,9.680000000000001,0.7999999999999999,0.0,0.0,0.06,13.000000000000002
19.980000000000018,0.0,5.0,0.32,9.600000000000003,0.0,0.0,0.0,0.0,9.000000000000002
17.500000000000004,0.0,14.400000000000007,0.0,3.7800000000000002,9.72,0.0,0.0,3.0,10.000000000000005
0.0,0.3,12.240000000000004,0.0,11.400000000000002,0.9600000000000003,0.0,0.0,0.0,8.280000000000003
9.600000000000003,0.0,9.120000000000005,0.0,8.000000000000002,0.9600000000000004,0.0,0.0,1.36,17.159999999999997
17.920000000000005,0.0,14.060000000000006,1.5000000000000002,7.040000000000003,2.7,0.0,0.0,0.0,6.899999999999998
7.779999999999996,0.0,12.800000000000008,0.0,7.280000000000004,0.0,0.0,0.0,0.0,6.119999999999998
17.760000000000012,0.0,13.200000000000005,0.0,9.520000000000005,5.76,0.0,0.0,0.0,7.680000000000002
13.800000000000011,5.319999999999999,15.980000000000015,0.0,6.960000000000002,8.059999999999995,4.320000000000001,0.0,14.400000000000007,11.840000000000005
9.239999999999998,0.0,16.0,2.240000000000001,10.580000000000005,0.0,0.0,0.0,0.0,12.800000000000006
21.620000000000026,0.0,22.940000000000026,0.0,10.000000000000005,3.6400000000000006,0.0,0.0,0.0,11.96
6.400000000000003,0.0,21.06000000000002,0.0,8.680000000000003,0.4799999999999999,0.0,0.0,0.0,9.600000000000003
7.559999999999996,0.9600000000000001,17.160000000000007,0.7999999999999999,10.000000000000002,4.300000000000002,0.0,0.0,0.12,9.799999999999997
14.519999999999996,0.33999999999999997,8.840000000000005,0.0,4.800000000000001,6.759999999999996,0.0,0.0,4.060000000000001,15.200000000000014
9.120000000000003,7.56,17.280000000000012,7.560000000000001,11.520000000000007,1.0799999999999998,0.0,0.0,0.0,8.159999999999998
12.87999999999999,0.1,22.540000000000013,0.0,2.5800000000000014,2.440000000000001,0.0,0.0,0.0,12.239999999999997
9.360000000000003,0.0,14.800000000000006,1.8600000000000008,8.100000000000001,3.0000000000000013,0.0,0.0,0.0,17.220000000000002
6.6,0.5199999999999999,10.080000000000007,0.0,9.120000000000005,11.520000000000007,0.0,0.0,0.9000000000000004,12.480000000000006
21.060000000000006,0.0,21.84000000000002,6.72,6.000000000000001,3.000000000000002,0.0,0.0,0.0,8.839999999999998
13.939999999999996,1.9799999999999995,22.400000000000016,5.920000000000003,6.000000000000003,0.0,0.0,0.0,0.0,12.160000000000005
13.760000000000007,6.720000000000001,21.600000000000016,0.0,5.2200000000000015,0.0,0.0,0.0,11.520000000000008,13.120000000000006
15.839999999999995,0.4200000000000001,18.500000000000014,7.139999999999998,0.0,0.0,0.0,0.0,0.0,12.759999999999998
13.200000000000001,1.8600000000000005,16.320000000000004,14.959999999999996,0.0,7.039999999999995,0.0,0.0,2.8000000000000003,16.639999999999997
10.560000000000004,0.9800000000000001,17.280000000000012,0.0,4.0,0.0,0.0,0.0,0.0,16.719999999999995
16.40000000000001,0.1,21.70000000000001,3.4000000000000012,1.6400000000000008,5.180000000000002,0.0,0.0,4.0,14.000000000000009
10.400000000000007,12.300000000000008,16.800000000000015,13.920000000000003,0.0,0.18,0.0,0.0,0.0,9.3
7.279999999999996,4.759999999999999,11.700000000000008,3.8000000000000016,0.0,1.3800000000000008,0.0,0.0,0.0,13.120000000000006
14.100000000000012,16.740000000000016,23.0,5.120000000000002,4.800000000000002,0.0,0.0,0.0,0.0,15.200000000000014
13.15999999999999,13.440000000000008,15.640000000000002,0.0,0.0,3.7800000000000007,0.0,0.0,0.0,14.100000000000012
16.999999999999996,7.800000000000004,9.100000000000005,0.0,10.120000000000005,0.5400000000000001,0.0,0.0,7.0,19.140000000000015
11.280000000000005,8.280000000000001,26.880000000000003,5.320000000000003,0.0,0.0,0.0,0.0,0.0,10.359999999999996
7.860000000000001,7.680000000000004,25.919999999999998,2.5000000000000004,5.0,0.0,0.0,0.0,0.0,16.659999999999997
8.320000000000004,12.800000000000008,23.92000000000002,18.199999999999996,3.1200000000000014,0.0,0.0,0.0,0.0,22.880000000000013
5.120000000000002,11.200000000000006,23.400000000000027,0.6200000000000002,3.0,0.8800000000000002,0.0,0.0,3.1999999999999997,6.899999999999998
9.600000000000005,17.679999999999996,15.120000000000012,6.720000000000001,13.120000000000006,0.0,0.0,0.0,0.0,3.000000000000001
11.439999999999992,18.480000000000004,27.88,0.6400000000000002,0.0,0.5800000000000002,0.0,0.0,0.9600000000000001,13.679999999999994
9.440000000000005,8.400000000000004,23.8,0.0,10.880000000000006,4.480000000000001,0.0,0.0,0.0,18.620000000000008
9.120000000000003,9.24,25.919999999999998,0.0,12.600000000000005,0.0,0.0,0.0,0.0,0.0
8.539999999999996,15.000000000000014,24.42000000000003,0.0,12.760000000000003,0.0,0.0,0.0,0.0,0.0
5.440000000000002,14.399999999999993,23.780000000000012,0.27999999999999997,5.0,0.0,5.0,0.0,4.0,16.720000000000013
9.0,9.660000000000004,22.320000000000004,0.0,9.360000000000007,1.740000000000001,0.0,0.0,4.199999999999999,19.780000000000022
7.9199999999999955,18.600000000000005,19.320000000000004,6.000000000000003,14.100000000000012,0.0,0.0,0.0,0.14,27.439999999999984
8.819999999999995,14.959999999999996,20.72000000000002,7.000000000000003,19.240000000000016,0.0,0.0,0.0,0.0,17.60000000000001
13.15999999999999,13.02,28.520000000000028,0.0,15.839999999999995,2.1000000000000005,0.0,0.0,11.0,18.620000000000008
7.200000000000004,2.879999999999999,19.000000000000007,0.0,14.56000000000001,0.0,0.0,0.0,0.0,0.0
7.139999999999995,11.000000000000002,23.400000000000023,0.0,11.780000000000006,0.0,0.0,0.0,0.0,18.36000000000001
8.679999999999996,5.0600000000000005,24.960000000000026,0.0,13.500000000000002,5.52,0.0,0.0,1.4000000000000004,16.960000000000008
18.019999999999996,2.56,22.200000000000024,8.960000000000004,13.199999999999998,6.000000000000003,0.0,0.0,0.0,23.179999999999996
9.099999999999998,1.2999999999999998,21.76,0.0,18.480000000000004,9.120000000000001,0.0,0.0,0.0,0.0
8.799999999999995,8.36,30.100000000000005,0.0,18.360000000000003,2.5000000000000004,0.0,0.0,0.0,0.0
14.640000000000008,2.1,22.44,11.879999999999999,18.48,0.0,0.0,0.0,0.0,0.0
7.739999999999996,3.0800000000000005,20.30000000000001,0.0,17.63999999999999,0.0,0.0,0.0,0.0,0.0
15.979999999999995,8.74,19.840000000000014,0.0,20.240000000000006,0.0,0.0,0.0,0.0,0.0
9.179999999999994,0.9599999999999999,20.480000000000015,0.0,17.48000000000001,0.0,0.0,0.0,0.0,0.0
7.680000000000004,0.0,23.12,0.0,22.880000000000013,0.0,0.0,0.0,0.0,15.299999999999995
13.139999999999988,4.6000000000000005,23.8,3.220000000000002,18.8,4.800000000000002,0.0,0.0,0.0,16.000000000000007
8.800000000000004,0.7199999999999999,25.919999999999998,1.2000000000000004,22.440000000000012,0.0,0.0,0.0,0.0,0.0
14.160000000000007,0.0,22.800000000000015,0.0,19.780000000000022,0.0,0.0,0.0,0.0,15.680000000000009
7.559999999999994,1.1199999999999999,8.960000000000004,0.0,21.59999999999999,1.4400000000000006,0.0,0.0,0.0,0.0
8.999999999999995,0.0,21.120000000000015,0.0,18.620000000000008,0.9200000000000005,0.0,0.0,0.0,15.900000000000016
6.1599999999999975,0.5199999999999999,19.76000000000001,0.0,23.320000000000014,0.0,0.0,0.0,0.0,0.0
13.999999999999988,0.5199999999999999,27.2,7.919999999999994,24.480000000000018,0.0,0.0,0.0,0.0,14.080000000000007
9.52,8.399999999999999,24.96000000000002,6.599999999999995,16.659999999999997,0.0,0.0,0.0,0.0,10.639999999999995
10.720000000000006,3.2399999999999998,27.2,0.0,20.520000000000003,4.179999999999998,0.0,0.0,0.0,12.600000000000009
13.719999999999988,1.9200000000000002,22.040000000000013,0.0,20.640000000000015,0.36000000000000004,0.0,0.0,0.0,0.0
10.439999999999992,0.0,26.639999999999997,0.0,20.520000000000003,5.200000000000002,0.0,0.0,0.0,0.0
8.800000000000004,0.0,23.780000000000012,0.0,18.620000000000008,0.6,0.0,0.0,0.0,0.0
9.280000000000005,0.0,23.12,0.0,20.799999999999994,0.0,0.0,0.0,0.0,0.0
11.200000000000006,0.0,22.44,0.0,24.200000000000017,4.419999999999999,0.0,0.0,0.0,0.0
9.539999999999994,0.0,22.800000000000015,0.0,13.120000000000006,0.0,0.0,0.0,0.0,0.0
16.379999999999992,0.0,32.39999999999999,0.0,17.60000000000001,0.0,0.0,0.0,0.0,0.0
10.799999999999992,0.0,27.72000000000001,0.0,16.320000000000007,0.0,0.0,0.0,0.0,0.0
10.439999999999992,0.0,21.080000000000023,0.0,23.03999999999998,0.0,0.0,0.0,0.0,0.0
17.63999999999999,0.0,23.10000000000001,0.0,18.88000000000001,0.23999999999999996,0.0,0.0,0.0,0.0
13.920000000000007,0.0,28.56,0.0,20.739999999999995,2.799999999999999,0.0,0.0,0.0,0.0
9.920000000000005,0.0,28.000000000000004,0.0,22.799999999999997,0.24000000000000002,0.0,0.0,0.0,16.000000000000007
12.760000000000007,0.0,29.70000000000001,0.0,18.699999999999996,1.0399999999999998,0.0,0.0,0.0,9.600000000000001
16.500000000000018,0.0,29.70000000000001,0.0,28.60000000000003,10.560000000000006,0.0,0.0,0.7000000000000001,0.0
12.199999999999989,0.0,27.72000000000001,0.0,22.099999999999994,2.2000000000000006,0.0,0.0,0.0,0.0
15.180000000000014,0.0,28.799999999999994,0.0,28.060000000000038,8.640000000000002,0.0,0.0,0.0,0.0
8.000000000000004,0.0,35.2,0.0,20.399999999999995,1.5000000000000002,0.0,0.0,0.0,0.0
12.799999999999986,0.0,25.84,0.0,22.319999999999983,0.0,0.0,0.0,0.0,0.0
14.39999999999998,0.0,25.84,0.0,22.679999999999982,0.36000000000000004,0.0,0.0,0.0,18.56000000000001
20.100000000000026,0.0,27.359999999999996,0.0,22.680000000000025,0.0,0.0,0.0,0.0,14.400000000000013
16.899999999999995,0.0,28.000000000000004,0.0,25.08000000000002,0.0,0.0,0.0,0.0,0.0
11.79999999999999,0.0,32.76000000000003,0.0,22.779999999999994,9.359999999999994,0.0,0.0,0.0,0.0
13.64000000000001,0.0,26.600000000000005,0.0,25.159999999999993,0.0,0.0,0.0,5.0,18.00000000000002
13.440000000000007,0.0,31.5,0.0,19.84000000000001,0.0,0.0,0.0,0.0,16.80000000000002
10.240000000000006,0.0,32.34000000000001,0.8400000000000004,29.119999999999987,3.1400000000000006,0.0,0.0,0.32,15.900000000000016
13.199999999999985,0.0,28.700000000000003,0.0,19.039999999999996,4.419999999999998,0.2,0.0,0.0,25.45999999999999
8.160000000000004,0.0,31.5,0.0,24.11999999999998,0.32,0.0,0.0,0.0,20.80000000000001
10.619999999999992,0.0,28.56,0.0,15.000000000000014,2.5200000000000014,0.0,0.0,0.0,15.399999999999984
11.199999999999992,0.0,28.700000000000003,0.0,19.719999999999995,2.0799999999999996,0.0,0.0,0.0,24.83999999999998
15.840000000000009,0.0,26.640000000000036,0.0,20.16000000000001,6.840000000000002,0.0,0.0,0.0,19.039999999999996
11.339999999999991,0.0,30.23999999999999,0.0,20.059999999999995,0.0,0.0,0.0,0.0,22.099999999999994
15.840000000000016,0.0,30.23999999999999,0.0,21.12000000000001,1.12,0.06,0.0,0.0,20.400000000000027
15.840000000000009,0.0,29.919999999999998,0.0,21.419999999999995,3.879999999999999,0.0,0.0,0.0,24.39999999999998
15.600000000000009,0.0,30.340000000000046,0.0,24.699999999999992,2.3999999999999995,6.660000000000003,0.0,2.400000000000001,15.900000000000016
15.000000000000007,0.0,25.60000000000002,0.0,19.84000000000001,0.0,0.0,0.0,0.0,18.00000000000002
20.100000000000026,0.0,31.160000000000032,11.200000000000006,23.119999999999994,5.360000000000002,0.0,0.0,2.6399999999999992,20.48000000000001
9.120000000000005,15.600000000000014,25.900000000000006,11.520000000000007,24.11999999999998,4.159999999999998,0.2,0.0,0.0,21.440000000000012
10.439999999999992,19.200000000000014,27.2,0.0,22.439999999999994,1.2600000000000002,0.42,0.0,0.0,17.10000000000002
12.999999999999986,22.140000000000004,28.38000000000001,0.0,19.800000000000026,9.280000000000003,0.0,0.0,0.0,22.080000000000013
9.179999999999994,0.0,25.919999999999998,0.0,20.16000000000001,4.419999999999998,11.880000000000004,0.0,0.0,16.500000000000018
18.460000000000004,17.200000000000014,28.16000000000002,0.0,23.119999999999994,0.32,0.0,0.0,1.0399999999999998,20.80000000000001
20.700000000000028,0.0,33.11999999999999,0.0,20.80000000000001,1.9199999999999997,0.0,0.0,0.0,19.200000000000024
10.799999999999992,0.0,29.519999999999992,0.0,22.400000000000013,2.6000000000000014,3.0599999999999996,0.0,0.0,20.80000000000001
15.180000000000014,12.0,28.86000000000003,0.0,22.080000000000013,2.839999999999999,2.56,0.0,0.0,20.400000000000027
18.720000000000006,0.0,30.36000000000001,0.0,23.040000000000013,0.02,0.0,0.0,0.0,20.16000000000001
8.459999999999996,10.0,30.1,0.0,23.459999999999994,0.6000000000000001,0.02,0.0,0.0,17.70000000000002
9.899999999999993,10.360000000000005,31.82000000000005,5.7200000000000015,23.360000000000014,0.58,7.3800000000000034,0.0,0.0,20.16000000000001
9.539999999999994,22.0,26.600000000000005,10.880000000000006,21.760000000000012,5.779999999999996,2.5200000000000005,0.0,0.02,19.84000000000001
13.399999999999984,30.799999999999976,23.680000000000017,0.0,23.459999999999994,0.36,2.400000000000001,0.0,0.0,22.439999999999994
11.79999999999999,33.32,33.000000000000014,0.0,22.400000000000013,0.6,0.0,0.0,0.0,18.00000000000002
17.38000000000001,36.08000000000002,28.700000000000003,0.0,25.199999999999978,0.56,0.0,0.0,0.0,23.459999999999994
12.399999999999988,16.100000000000016,28.16000000000002,0.0,25.199999999999978,0.21999999999999997,6.0,0.0,0.0,22.400000000000013
10.999999999999993,29.70000000000001,31.67999999999999,0.0,24.11999999999998,0.16,0.0,0.0,0.0,22.720000000000013
11.79999999999999,24.319999999999993,33.300000000000054,13.50000000000001,23.799999999999994,0.0,0.7200000000000001,0.0,0.0,21.12000000000001
9.359999999999994,28.079999999999995,26.52,0.0,25.559999999999977,0.74,1.08,0.0,0.0,19.500000000000025
15.620000000000015,27.720000000000045,31.959999999999997,0.0,24.479999999999993,0.28,2.599999999999999,0.0,0.0,25.599999999999977
11.339999999999991,21.42000000000002,35.000000000000014,0.0,27.359999999999985,0.16,3.0599999999999996,0.0,0.0,22.439999999999994
10.979999999999992,25.760000000000034,31.5,0.0,26.639999999999976,0.21999999999999997,0.36000000000000004,0.0,0.0,19.500000000000025
17.94,14.100000000000012,23.800000000000008,0.0,24.479999999999993,0.0,0.7600000000000001,0.0,1.6200000000000006,20.400000000000027
10.619999999999992,17.679999999999996,27.300000000000004,0.0,21.419999999999995,0.04,0.0,0.0,0.0,19.84000000000001
18.759999999999994,21.12000000000001,29.400000000000002,0.0,23.459999999999994,0.6200000000000001,0.0,0.0,0.0,18.600000000000023
11.79999999999999,21.959999999999983,33.60000000000001,10.44,24.11999999999998,0.2,0.0,0.0,0.0,18.900000000000023
9.539999999999994,20.400000000000027,30.599999999999998,2.3200000000000007,25.83999999999999,0.3,0.4400000000000001,0.0,0.0,19.200000000000024
19.88,18.88000000000001,28.38000000000001,0.0,25.919999999999977,0.42,0.0,0.0,0.0,14.700000000000014
20.16,22.720000000000013,28.800000000000022,0.0,25.159999999999993,0.5399999999999999,0.0,0.0,0.0,23.680000000000014
15.620000000000015,14.559999999999986,30.8,0.0,25.919999999999977,0.34,0.34,0.0,0.0,23.459999999999994
13.199999999999985,13.800000000000011,30.8,0.0,23.599999999999984,0.24,0.68,0.0,0.0,24.139999999999993
5.699999999999999,14.279999999999987,26.88000000000002,8.400000000000004,25.199999999999978,1.1800000000000002,0.25999999999999995,0.0,0.0,19.200000000000024
11.399999999999991,29.760000000000023,27.300000000000004,0.0,24.319999999999993,0.9,1.1199999999999999,0.0,0.0,15.300000000000015
17.759999999999998,27.36000000000002,31.959999999999997,0.0,26.219999999999988,0.44000000000000006,1.1199999999999999,0.0,0.0,15.900000000000016
14.300000000000011,23.559999999999995,28.799999999999994,0.0,24.479999999999993,1.18,0.8999999999999999,0.0,0.02,17.92000000000001
16.280000000000015,19.84000000000001,28.56,5.600000000000003,24.819999999999993,0.88,0.0,0.0,0.0,23.040000000000013
13.199999999999985,15.36000000000001,30.36000000000001,0.0,27.359999999999985,1.28,0.0,0.0,1.7999999999999998,24.479999999999993
24.479999999999993,0.0,28.079999999999995,0.0,22.439999999999994,0.64,0.43999999999999995,0.0,0.0,17.40000000000002
26.04000000000004,0.0,29.600000000000044,0.0,26.799999999999972,1.8599999999999994,0.4799999999999999,0.0,0.0,15.300000000000015
14.960000000000013,0.0,28.16000000000002,0.8000000000000002,23.39999999999998,1.58,0.32,0.0,0.7,22.779999999999994
17.759999999999998,0.0,26.640000000000036,0.0,28.56000000000005,0.0,1.0399999999999998,0.0,0.0,15.600000000000016
16.280000000000015,0.0,31.959999999999997,16.8,28.399999999999967,0.8599999999999999,1.5399999999999998,0.0,0.04,16.80000000000002
20.720000000000002,0.0,29.400000000000002,0.0,28.119999999999983,5.399999999999999,2.4,0.0,0.0,21.760000000000012
17.419999999999998,0.0,31.279999999999998,0.8400000000000004,25.199999999999978,0.9800000000000001,1.1199999999999999,0.0,0.0,15.300000000000015
14.960000000000013,0.0,29.24,8.360000000000003,23.459999999999994,1.7799999999999996,2.7199999999999998,0.0,0.0,17.40000000000002
14.79999999999998,0.0,27.359999999999996,28.880000000000027,24.11999999999998,0.4,1.1999999999999997,0.0,0.0,22.779999999999994
11.69999999999999,0.0,24.48,9.520000000000005,24.139999999999993,0.8,1.7000000000000002,0.0,0.0,23.459999999999994
14.520000000000012,0.0,25.60000000000002,0.8000000000000004,24.11999999999998,0.7999999999999999,1.0399999999999998,0.0,0.0,21.419999999999995
18.980000000000008,0.0,27.88,0.0,26.219999999999988,0.8999999999999999,0.7799999999999998,0.0,0.0,20.400000000000027
27.359999999999985,0.0,28.700000000000003,0.0,22.439999999999994,1.7999999999999998,3.0599999999999996,0.0,0.0,17.92000000000001
22.500000000000032,0.0,27.300000000000004,0.0,25.599999999999977,3.680000000000001,0.9999999999999999,0.0,0.0,15.399999999999984
22.099999999999994,0.0,29.70000000000001,3.8000000000000016,26.279999999999976,1.12,2.34,0.0,0.0,21.440000000000012
18.980000000000008,0.0,24.48,0.0,25.45999999999999,1.2999999999999998,2.6399999999999997,0.0,1.44,21.30000000000003
