warm-dawn-63,feasible-wood-57,spring-cherry-40,denim-firebrand-37,wobbly-dew-35,playful-dawn-33,sleek-violet-32,distinctive-shadow-29,silver-vortex-23,splendid-gorge-21
0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0
1.3600000000000005,2.560000000000001,0.0,1.5600000000000005,1.2999999999999998,0.16,0.6000000000000001,1.8000000000000007,2.240000000000001,10.240000000000006
0.7200000000000003,0.16,0.0,4.560000000000002,5.5200000000000005,1.560000000000001,0.0,0.0,0.0,0.0
1.0,7.400000000000003,0.0,3.0,0.0,0.0,0.5000000000000001,0.0,0.0,0.0
9.360000000000007,0.0,0.0,0.0,0.0,2.4,5.399999999999999,3.839999999999998,0.0,0.0
0.0,7.020000000000001,0.0,3.2800000000000016,2.6000000000000005,8.82,0.0,10.200000000000003,0.0,5.8800000000000034
0.0,2.720000000000001,0.0,4.000000000000001,0.0,2.2000000000000006,1.3200000000000003,5.52,0.0,0.9599999999999999
0.0,3.2399999999999998,0.0,0.0,0.0,8.319999999999995,1.0000000000000002,1.0000000000000002,0.0,3.100000000000001
0.0,2.1600000000000006,0.0,0.0,0.46000000000000013,8.4,2.480000000000001,9.120000000000005,0.18,0.7999999999999999
8.360000000000005,1.8000000000000003,0.0,3.600000000000002,13.60000000000001,0.0,0.0,0.5599999999999999,4.559999999999999,0.0
2.8200000000000016,0.0,0.0,2.160000000000001,0.0,3.9599999999999995,0.0,0.0,0.0,2.0000000000000004
2.5800000000000014,6.120000000000001,0.0,5.0,15.0,9.800000000000006,0.0,2.859999999999999,1.3,0.0
7.400000000000003,4.000000000000001,2.100000000000001,8.460000000000004,6.300000000000003,1.5599999999999998,0.0,9.100000000000005,0.0,4.199999999999999
0.0,2.7199999999999998,0.0,4.920000000000003,3.7399999999999993,9.000000000000004,1.8600000000000008,4.1400000000000015,7.920000000000003,4.56
0.0,0.0,0.0,7.600000000000005,2.6400000000000015,5.439999999999999,0.0,4.000000000000001,4.500000000000001,12.48
0.0,7.920000000000003,0.0,0.0,6.3,6.599999999999998,6.000000000000001,1.5400000000000005,3.5999999999999983,1.6799999999999997
0.9000000000000005,4.18,0.0,2.5200000000000014,12.0,4.559999999999999,0.0,9.900000000000004,0.0,0.0
5.0,0.0,0.0,4.060000000000001,0.7800000000000004,5.8800000000000034,6.240000000000003,2.16,2.8000000000000016,11.34
4.0,0.0,1.0,9.200000000000005,15.540000000000006,12.599999999999996,0.0,8.36,0.0,1.4
3.8000000000000016,11.000000000000002,0.0,9.800000000000006,0.0,0.9400000000000005,3.4000000000000012,13.8,0.7,12.160000000000004
0.0,5.7600000000000025,0.0,6.000000000000003,12.160000000000004,5.459999999999997,12.239999999999997,12.540000000000008,1.1199999999999999,5.5200000000000005
7.0,2.5200000000000014,1.0,0.8800000000000004,5.460000000000003,7.479999999999998,6.480000000000001,5.059999999999997,7.200000000000002,0.8
18.00000000000001,0.0,0.0,0.0,7.0,3.600000000000001,4.920000000000003,1.9200000000000008,1.9000000000000006,0.18
15.600000000000014,3.3600000000000003,3.4000000000000012,8.060000000000002,8.960000000000004,9.239999999999998,2.5200000000000005,8.36,6.600000000000003,1.44
18.480000000000004,11.500000000000007,0.0,12.920000000000003,14.08000000000001,3.5199999999999987,7.560000000000002,7.82,3.780000000000001,15.68000000000001
15.540000000000006,2.2800000000000002,0.0,3.9000000000000017,9.360000000000003,11.960000000000008,8.500000000000002,8.960000000000004,3.100000000000001,2.8599999999999994
18.900000000000016,10.800000000000006,3.200000000000001,5.280000000000002,10.800000000000006,9.680000000000001,2.0,8.959999999999999,3.8400000000000007,8.320000000000004
21.06000000000002,4.56,5.52,10.920000000000005,13.600000000000003,5.12,1.8600000000000008,3.9000000000000017,0.0,5.6
6.0,6.480000000000001,4.6400000000000015,6.820000000000002,8.360000000000005,11.0,1.8400000000000005,18.000000000000004,3.899999999999998,14.959999999999996
15.960000000000004,6.480000000000001,0.5400000000000001,0.6800000000000003,16.120000000000015,6.400000000000004,3.0,4.440000000000002,0.0,4.619999999999997
10.0,4.3000000000000025,0.0,8.400000000000004,4.080000000000002,13.259999999999996,6.44,11.960000000000008,6.599999999999995,8.74
14.760000000000007,7.2600000000000025,8.46,4.620000000000002,4.6000000000000005,15.840000000000012,4.8000000000000025,7.56,6.799999999999998,4.320000000000001
2.8200000000000016,9.660000000000004,6.160000000000003,0.0,7.200000000000005,13.200000000000005,3.2400000000000007,16.500000000000004,2.56,0.0
19.74000000000002,7.480000000000003,9.600000000000001,11.220000000000004,10.640000000000006,12.400000000000007,1.760000000000001,10.799999999999999,4.320000000000001,0.0
15.0,11.219999999999997,8.68,14.559999999999999,13.440000000000008,16.800000000000008,7.200000000000004,2.6000000000000005,5.3999999999999995,2.6000000000000005
8.0,13.599999999999996,5.2200000000000015,15.12000000000001,13.640000000000011,10.920000000000002,11.020000000000005,4.8000000000000025,6.960000000000001,5.2200000000000015
18.04000000000001,8.400000000000004,1.3,0.0,11.160000000000007,23.76,0.0,21.56000000000001,3.2400000000000007,5.7200000000000015
12.04000000000001,5.600000000000002,5.000000000000001,17.280000000000012,14.820000000000013,13.52,8.640000000000002,13.86,7.360000000000002,24.60000000000002
12.920000000000003,8.160000000000005,6.48,14.400000000000011,5.760000000000001,11.660000000000004,16.319999999999997,20.40000000000001,10.139999999999993,16.560000000000016
16.560000000000006,6.120000000000001,7.360000000000002,14.700000000000014,8.360000000000003,11.200000000000006,6.400000000000003,11.559999999999997,7.200000000000003,6.72
14.080000000000009,4.0,7.199999999999997,25.900000000000034,3.899999999999999,11.020000000000005,11.519999999999998,19.44000000000001,13.259999999999996,9.680000000000001
15.120000000000012,10.880000000000004,7.199999999999997,7.920000000000005,10.260000000000003,14.7,5.88,2.280000000000001,8.36,10.5
15.120000000000012,12.160000000000004,2.5200000000000014,21.0,5.180000000000002,4.399999999999998,13.199999999999998,7.219999999999999,8.280000000000003,10.5
7.680000000000004,4.159999999999999,7.1999999999999975,11.880000000000004,11.400000000000002,8.799999999999995,10.539999999999997,25.47999999999999,7.000000000000001,12.000000000000007
12.920000000000003,11.020000000000005,0.7199999999999999,19.040000000000003,16.340000000000014,5.98,3.6400000000000006,22.44000000000001,7.040000000000002,16.560000000000016
12.160000000000004,4.4,6.720000000000003,0.0,8.740000000000002,13.939999999999996,13.639999999999997,14.399999999999993,5.7600000000000025,9.840000000000002
11.220000000000004,6.840000000000002,5.8000000000000025,29.400000000000002,4.479999999999999,9.840000000000003,13.319999999999995,11.899999999999997,9.899999999999993,13.440000000000008
17.680000000000003,6.299999999999998,10.359999999999996,17.820000000000007,9.600000000000005,7.1999999999999975,17.000000000000004,23.040000000000017,5.04,7.14
18.720000000000017,9.920000000000003,12.59999999999999,27.520000000000007,12.759999999999998,9.900000000000002,14.56000000000001,11.0,11.879999999999997,14.959999999999996
14.260000000000012,13.500000000000002,6.000000000000003,10.360000000000005,14.000000000000012,6.600000000000003,14.519999999999996,16.639999999999997,6.400000000000001,16.000000000000004
16.100000000000016,3.3799999999999986,3.3600000000000003,21.0,5.98,10.079999999999993,15.120000000000013,13.200000000000001,11.199999999999994,19.32000000000002
10.200000000000003,13.0,11.699999999999992,21.84000000000002,12.000000000000009,10.12,19.32000000000001,17.680000000000003,12.88000000000001,19.44000000000001
21.600000000000023,2.4799999999999995,11.500000000000007,27.0,0.0,10.139999999999993,10.5,0.0,14.7,9.900000000000004
13.320000000000006,14.000000000000009,13.0,24.640000000000004,8.400000000000004,12.479999999999992,14.000000000000009,16.8,11.200000000000006,8.280000000000001
20.400000000000002,12.160000000000005,8.839999999999995,22.36000000000001,8.640000000000002,11.199999999999994,13.440000000000007,9.680000000000001,8.959999999999999,16.800000000000008
18.00000000000001,17.339999999999996,13.920000000000009,23.200000000000017,13.500000000000002,7.9199999999999955,13.86,16.91999999999999,18.86000000000002,10.800000000000006
9.840000000000005,15.120000000000013,4.9,23.520000000000014,23.560000000000027,12.000000000000007,17.86000000000001,15.36000000000001,11.040000000000004,13.340000000000003
17.160000000000014,5.459999999999997,11.880000000000004,26.400000000000002,0.0,12.800000000000006,8.800000000000002,15.120000000000012,8.960000000000004,22.880000000000013
13.640000000000011,10.08,8.640000000000002,19.80000000000002,15.84000000000001,15.960000000000015,17.599999999999998,15.960000000000015,10.560000000000004,16.240000000000006
18.000000000000014,14.000000000000009,9.239999999999997,24.180000000000025,16.820000000000007,8.959999999999999,21.120000000000015,12.920000000000009,13.51999999999999,11.879999999999999
23.10000000000001,19.200000000000006,15.979999999999995,23.400000000000023,11.000000000000002,15.839999999999991,18.719999999999995,17.679999999999996,10.12,18.000000000000004
22.44000000000001,9.120000000000005,10.919999999999995,22.680000000000003,6.079999999999999,12.600000000000009,24.96000000000002,18.92,16.239999999999984,13.52
22.040000000000013,10.080000000000005,5.879999999999998,22.540000000000013,17.280000000000012,14.80000000000001,13.50000000000001,19.6,12.87999999999999,24.000000000000018
24.000000000000018,8.7,10.199999999999996,15.040000000000013,0.0,15.54,16.639999999999997,23.400000000000016,16.80000000000001,20.160000000000007
19.22000000000002,21.620000000000026,4.320000000000001,22.14000000000001,12.319999999999999,12.720000000000006,20.640000000000015,18.719999999999988,15.040000000000008,22.879999999999992
12.000000000000002,7.499999999999997,16.91999999999999,19.240000000000016,6.44,12.920000000000009,15.680000000000009,20.160000000000014,3.100000000000001,19.759999999999994
22.44,19.20000000000001,9.080000000000004,14.720000000000004,11.500000000000007,17.159999999999997,16.32000000000001,19.720000000000017,14.839999999999986,23.220000000000002
24.42000000000003,10.880000000000004,9.120000000000003,20.70000000000002,6.600000000000002,16.500000000000007,21.460000000000022,22.00000000000001,10.200000000000003,19.6
24.320000000000018,17.679999999999996,9.72,26.240000000000013,10.120000000000001,15.639999999999995,16.100000000000016,17.200000000000006,13.680000000000007,23.00000000000003
27.06000000000001,8.099999999999998,15.580000000000014,24.960000000000026,16.8,12.300000000000008,19.360000000000003,22.260000000000023,16.960000000000008,18.04
21.120000000000015,13.68000000000001,6.720000000000003,11.700000000000006,13.0,10.800000000000004,18.000000000000004,19.200000000000014,7.6800000000000015,21.120000000000008
27.28,10.120000000000005,12.319999999999991,28.00000000000002,12.000000000000002,24.000000000000018,21.239999999999984,19.500000000000004,12.000000000000005,16.40000000000001
31.280000000000033,12.540000000000008,12.59999999999999,21.120000000000008,9.600000000000005,16.119999999999997,14.039999999999994,19.500000000000004,12.479999999999992,16.740000000000013
23.10000000000001,16.320000000000007,14.80000000000001,29.04,11.44,16.55999999999999,19.380000000000006,23.520000000000017,16.200000000000017,23.040000000000017
21.120000000000015,14.28,13.77999999999999,20.160000000000004,14.760000000000003,14.080000000000007,16.40000000000001,20.460000000000022,9.599999999999998,18.719999999999995
24.48,13.44,7.019999999999996,13.760000000000012,12.000000000000002,14.759999999999993,17.679999999999996,17.500000000000004,15.200000000000014,26.400000000000023
27.280000000000033,14.720000000000008,6.719999999999996,29.64000000000003,11.880000000000008,20.399999999999995,20.580000000000016,18.40000000000002,10.34,23.39999999999999
21.760000000000016,17.63999999999999,11.959999999999992,21.59999999999999,14.000000000000002,18.24000000000001,17.63999999999999,19.759999999999994,21.239999999999984,28.079999999999995
21.120000000000008,12.540000000000008,7.979999999999993,27.300000000000004,10.080000000000005,18.719999999999988,15.839999999999991,21.060000000000006,14.400000000000007,20.700000000000024
28.120000000000026,18.400000000000002,11.79999999999999,33.300000000000054,17.280000000000012,16.319999999999997,16.40000000000001,23.320000000000014,18.719999999999988,15.180000000000014
14.520000000000005,14.519999999999996,7.840000000000004,25.160000000000032,10.680000000000003,19.599999999999998,21.99999999999999,21.060000000000006,20.240000000000006,29.000000000000046
26.52,16.640000000000008,14.279999999999996,24.42000000000001,16.240000000000006,19.079999999999988,20.159999999999986,19.740000000000013,17.94000000000002,23.91999999999999
25.42000000000003,9.72,10.199999999999996,29.40000000000003,11.500000000000007,15.979999999999995,18.480000000000008,20.40000000000001,13.77999999999999,18.40000000000002
27.88,15.680000000000009,16.720000000000013,28.799999999999994,13.500000000000002,15.979999999999995,24.500000000000004,24.500000000000004,17.280000000000012,25.99999999999999
27.900000000000034,15.839999999999991,15.600000000000016,32.68000000000001,9.360000000000003,20.519999999999985,14.440000000000012,24.80000000000003,4.060000000000001,19.799999999999986
28.16000000000002,15.180000000000014,12.240000000000006,21.839999999999996,11.040000000000006,20.519999999999985,22.080000000000016,22.440000000000012,19.760000000000005,25.99999999999999
21.84000000000002,18.000000000000004,9.440000000000005,24.43999999999999,3.0599999999999996,20.000000000000004,23.199999999999985,29.760000000000037,15.600000000000016,21.160000000000025
26.88000000000002,18.400000000000002,7.600000000000004,30.340000000000046,6.160000000000002,20.160000000000014,19.780000000000022,30.799999999999976,17.220000000000002,20.000000000000004
21.70000000000001,17.27999999999999,14.08000000000001,14.500000000000002,12.320000000000007,26.24000000000002,19.380000000000006,25.000000000000004,19.439999999999987,20.640000000000015
19.22000000000002,13.440000000000007,14.29999999999999,24.43999999999999,8.840000000000003,15.979999999999995,18.35999999999999,21.120000000000008,14.559999999999986,25.300000000000033
32.680000000000035,19.360000000000003,13.760000000000007,19.680000000000014,8.74,18.019999999999996,18.699999999999996,26.88000000000002,19.500000000000025,16.740000000000013
31.02000000000001,19.2,8.880000000000003,18.86000000000002,8.320000000000004,24.39999999999998,19.599999999999998,21.120000000000015,19.599999999999998,17.599999999999998
33.28000000000002,18.000000000000004,15.119999999999992,24.64000000000002,11.000000000000002,24.11999999999998,20.799999999999994,22.880000000000013,14.400000000000013,26.40000000000002
22.940000000000026,15.200000000000014,12.960000000000006,22.560000000000016,9.720000000000004,15.979999999999995,18.000000000000004,21.500000000000004,13.51999999999999,21.319999999999993
29.04000000000001,20.160000000000014,16.320000000000007,29.580000000000048,10.200000000000003,24.64000000000002,17.48000000000001,20.240000000000023,15.000000000000014,22.560000000000016
28.80000000000003,22.319999999999983,12.980000000000008,24.840000000000032,11.160000000000007,22.440000000000012,25.44000000000002,28.079999999999995,16.38,23.040000000000017
26.24000000000002,18.400000000000002,17.92000000000001,18.04,10.120000000000005,21.000000000000018,15.979999999999995,23.320000000000014,18.300000000000022,26.51999999999999
26.04000000000003,15.979999999999995,15.000000000000014,25.92000000000002,9.600000000000003,22.260000000000023,25.200000000000035,28.200000000000028,19.380000000000006,25.800000000000022
31.360000000000024,16.91999999999999,17.28000000000001,24.780000000000033,8.700000000000003,20.680000000000007,19.740000000000013,27.559999999999988,17.35999999999999,26.500000000000004
28.80000000000003,20.799999999999994,16.799999999999986,23.92000000000003,8.559999999999999,27.439999999999984,20.500000000000004,23.520000000000017,13.120000000000006,30.799999999999976
26.660000000000032,20.580000000000016,13.50000000000001,21.42000000000002,5.600000000000001,28.079999999999988,23.91999999999999,19.239999999999995,15.979999999999995,24.480000000000018
29.40000000000003,15.839999999999991,15.639999999999995,30.36000000000001,13.300000000000011,24.64000000000002,21.199999999999992,25.92000000000002,17.70000000000002,28.800000000000022
31.360000000000024,19.32000000000001,17.92000000000001,26.40000000000002,13.360000000000001,22.419999999999998,23.00000000000003,25.99999999999999,19.000000000000007,28.599999999999987
28.80000000000003,21.239999999999984,9.500000000000002,26.840000000000025,7.400000000000002,22.680000000000025,24.200000000000017,25.960000000000022,20.739999999999995,21.279999999999998
27.52000000000002,21.59999999999999,16.899999999999995,23.94000000000003,6.600000000000002,29.280000000000022,24.79999999999998,29.67999999999998,21.99999999999999,26.40000000000002
27.900000000000034,19.799999999999986,17.86000000000001,27.280000000000026,9.180000000000003,23.760000000000016,23.94000000000003,23.92000000000003,17.27999999999999,29.639999999999986
25.520000000000035,23.320000000000014,13.50000000000001,31.320000000000054,8.900000000000004,30.600000000000033,24.64000000000002,24.840000000000032,20.799999999999994,24.96000000000002
25.800000000000022,19.999999999999996,15.600000000000016,29.70000000000001,5.88,21.500000000000004,21.419999999999995,23.000000000000004,20.519999999999985,30.23999999999999
22.400000000000016,19.760000000000005,22.399999999999988,33.60000000000001,10.580000000000005,29.280000000000022,24.39999999999998,26.660000000000032,19.52000000000001,26.40000000000002
30.380000000000038,18.000000000000004,15.120000000000008,31.080000000000048,6.44,25.960000000000022,23.100000000000026,29.67999999999998,21.079999999999995,27.840000000000042
30.36000000000001,21.599999999999984,22.439999999999994,34.040000000000056,10.000000000000002,27.36000000000002,29.119999999999987,32.34000000000001,22.779999999999994,26.40000000000002
32.34000000000001,22.260000000000023,23.179999999999996,29.400000000000002,6.720000000000003,23.00000000000003,20.520000000000003,26.51999999999999,16.340000000000014,27.999999999999982
24.07999999999999,18.699999999999996,21.28,34.0,5.600000000000001,31.199999999999985,25.200000000000035,30.000000000000004,25.559999999999977,28.079999999999988
35.88000000000004,22.799999999999997,18.600000000000023,31.080000000000048,8.960000000000004,29.919999999999998,21.120000000000008,29.140000000000036,23.39999999999998,28.599999999999987
30.600000000000033,25.599999999999977,20.16000000000001,24.48,4.800000000000001,24.000000000000004,25.599999999999977,28.000000000000004,20.399999999999995,26.879999999999985
28.520000000000035,25.960000000000022,23.599999999999984,32.680000000000035,8.840000000000003,29.000000000000004,28.599999999999987,25.800000000000022,25.45999999999999,24.96000000000002
21.080000000000002,19.360000000000003,18.24000000000001,30.340000000000046,9.720000000000004,31.62000000000004,24.840000000000032,30.74000000000005,27.720000000000045,28.599999999999987
28.200000000000028,23.500000000000004,18.759999999999994,35.27999999999999,5.46,29.580000000000048,24.39999999999998,30.000000000000004,20.059999999999995,29.000000000000004
26.100000000000037,21.42000000000002,18.199999999999992,38.15999999999998,5.319999999999999,29.000000000000046,24.780000000000033,31.85999999999999,22.799999999999986,30.23999999999999
27.900000000000034,25.52000000000002,19.800000000000026,39.199999999999996,7.599999999999999,28.500000000000004,27.720000000000045,34.32000000000002,23.459999999999994,24.000000000000004
29.70000000000001,23.999999999999982,20.16000000000001,29.24,6.240000000000003,29.000000000000046,20.240000000000006,28.80000000000003,23.03999999999998,24.95999999999999
27.900000000000034,24.000000000000018,20.16000000000001,35.52000000000006,7.680000000000004,31.500000000000004,30.360000000000035,23.040000000000017,16.55999999999999,23.500000000000004
29.919999999999998,22.080000000000027,16.379999999999992,32.39999999999999,5.5200000000000005,34.40000000000001,24.36000000000003,31.919999999999973,23.03999999999998,24.07999999999999
30.080000000000023,25.200000000000035,21.079999999999995,33.300000000000054,13.52,27.559999999999988,21.59999999999999,30.23999999999999,24.39999999999998,29.280000000000022
27.000000000000025,16.38,20.399999999999995,34.96000000000003,6.3,36.04,23.520000000000028,31.67999999999999,23.520000000000028,28.079999999999988
26.24000000000002,22.04,23.94000000000003,35.64000000000003,6.720000000000003,33.48000000000003,26.840000000000025,33.64000000000005,18.719999999999988,25.44000000000002
33.83999999999999,25.52000000000002,22.099999999999994,37.10000000000002,6.120000000000001,31.359999999999975,29.480000000000032,33.000000000000036,22.319999999999983,27.600000000000037
26.04000000000003,23.939999999999994,23.119999999999994,31.00000000000004,6.600000000000002,28.420000000000044,28.60000000000003,30.239999999999977,23.75999999999998,29.11999999999998
24.000000000000018,23.179999999999996,21.759999999999994,33.600000000000016,9.680000000000001,35.340000000000025,24.780000000000033,31.320000000000054,24.11999999999998,31.199999999999985
27.52000000000002,25.200000000000035,21.00000000000003,38.00000000000002,5.46,30.77999999999999,24.000000000000018,30.77999999999999,22.419999999999998,29.119999999999987
26.04000000000003,22.319999999999983,20.16,31.980000000000015,5.600000000000001,31.320000000000054,26.400000000000023,36.58000000000002,24.11999999999998,33.279999999999994
25.42000000000003,23.939999999999994,19.599999999999998,39.00000000000004,7.14,28.200000000000028,34.55999999999999,32.480000000000054,21.959999999999983,26.879999999999985
19.720000000000017,25.200000000000035,23.03999999999998,32.80000000000002,5.200000000000001,28.38000000000001,25.960000000000022,29.11999999999998,21.28,28.800000000000022
22.800000000000015,25.599999999999977,22.080000000000013,32.39999999999999,8.360000000000003,32.480000000000054,30.500000000000004,31.31999999999999,28.52000000000004,29.000000000000004
24.180000000000028,25.199999999999978,20.80000000000001,36.480000000000025,3.6,31.320000000000054,26.46000000000004,31.800000000000036,25.07999999999999,28.500000000000004
20.40000000000001,23.520000000000028,20.700000000000028,36.26000000000006,7.200000000000003,33.60000000000004,28.98000000000004,32.400000000000034,25.83999999999999,27.36000000000002
20.88000000000002,23.939999999999994,19.800000000000026,35.70000000000002,7.200000000000003,30.74000000000005,26.840000000000025,31.900000000000055,25.599999999999977,30.679999999999986
27.06000000000001,23.599999999999984,25.559999999999977,35.72000000000003,10.080000000000002,35.840000000000025,28.000000000000004,30.239999999999977,26.219999999999988,32.50000000000001
28.700000000000003,27.720000000000027,26.399999999999974,36.480000000000025,8.000000000000004,34.10000000000003,26.680000000000035,35.96000000000004,26.399999999999974,32.23999999999999
20.30000000000002,27.720000000000045,18.56000000000001,35.70000000000002,3.3600000000000003,34.10000000000003,21.620000000000026,30.380000000000038,23.939999999999994,28.500000000000004
24.96000000000002,22.799999999999997,21.00000000000003,31.080000000000048,8.68,34.80000000000004,32.50000000000001,37.20000000000002,25.07999999999999,35.96000000000004
21.00000000000001,25.45999999999999,21.12000000000001,39.780000000000044,12.000000000000002,30.16000000000005,28.32000000000002,33.64000000000005,25.599999999999977,26.40000000000002
23.76000000000001,23.599999999999984,21.12000000000001,38.48000000000007,3.8,33.48000000000003,30.679999999999986,32.24000000000004,24.319999999999993,32.00000000000001
19.200000000000006,25.999999999999975,15.840000000000009,38.87999999999998,6.880000000000002,29.11999999999998,30.720000000000024,34.15999999999998,26.399999999999974,30.720000000000024
20.40000000000001,22.679999999999982,18.980000000000008,39.22000000000007,6.459999999999999,33.48000000000003,28.98000000000004,37.12000000000004,26.219999999999988,31.500000000000004
21.120000000000008,23.39999999999998,24.139999999999993,37.43999999999998,3.0800000000000005,37.20000000000002,32.00000000000001,34.72000000000003,29.920000000000034,31.500000000000004
21.06000000000001,27.720000000000045,23.459999999999994,38.48000000000007,9.260000000000002,31.320000000000054,24.780000000000033,32.400000000000034,23.39999999999998,30.679999999999986
19.22000000000002,27.19999999999997,22.500000000000032,38.22000000000004,4.500000000000001,32.400000000000034,30.77999999999999,32.860000000000035,26.979999999999986,32.00000000000001
18.600000000000005,24.79999999999998,20.400000000000027,38.76000000000002,6.960000000000002,32.24000000000004,24.319999999999993,35.40000000000004,26.219999999999988,33.50000000000001
21.940000000000012,29.920000000000034,25.83999999999999,38.15999999999998,6.480000000000001,33.06000000000005,30.679999999999986,35.340000000000025,26.639999999999976,33.8
26.520000000000007,29.400000000000052,20.48000000000001,38.22000000000004,10.200000000000003,36.00000000000004,28.52000000000004,32.00000000000002,24.699999999999992,31.000000000000004
27.20000000000002,23.100000000000026,23.459999999999994,40.280000000000015,2.8000000000000003,30.23999999999999,26.46000000000004,33.48000000000003,25.07999999999999,30.500000000000004
24.420000000000016,26.399999999999974,21.12000000000001,39.00000000000004,2.6400000000000006,35.40000000000004,28.500000000000004,33.60000000000004,27.19999999999997,27.84000000000002
27.04000000000001,22.13999999999999,22.080000000000013,36.66000000000004,3.8,36.30000000000003,31.500000000000004,38.44000000000001,26.979999999999986,31.919999999999973
23.220000000000017,25.45999999999999,25.919999999999977,38.00000000000002,11.120000000000003,32.479999999999976,32.00000000000001,29.760000000000037,28.399999999999967,32.50000000000001
27.76000000000001,19.91999999999999,28.98000000000005,41.36000000000002,16.219999999999995,36.00000000000004,32.39999999999999,38.280000000000044,29.599999999999962,33.8
26.59999999999999,25.45999999999999,22.779999999999994,36.00000000000001,8.040000000000003,32.400000000000034,33.279999999999994,31.68000000000001,27.359999999999985,31.500000000000004
27.12000000000003,27.720000000000045,26.979999999999986,37.44000000000004,2.6400000000000006,30.74000000000005,30.720000000000024,34.10000000000003,25.83999999999999,34.84
21.00000000000001,27.19999999999997,24.000000000000014,40.560000000000045,10.160000000000002,35.27999999999999,29.90000000000004,35.64000000000003,28.799999999999965,33.8
29.640000000000004,27.59999999999997,23.360000000000014,40.700000000000074,10.800000000000006,34.68,33.59999999999998,34.10000000000003,25.199999999999978,34.55999999999999
